id,stage,question_id,person_id,rank
1342,2,124,64,vimportant
1343,2,155,64,important
1344,2,174,64,indifferent
1345,2,384,64,important
1346,2,13,64,important
1347,2,104,64,vimportant
1348,2,105,64,vimportant
1349,2,226,64,important
1350,2,45,64,important
1351,2,341,64,vimportant
1352,2,89,64,vimportant
1353,2,310,64,important
1354,2,277,64,vimportant
1355,2,139,64,vimportant
1356,2,324,64,important
1357,2,371,64,vimportant
1358,2,276,64,vimportant
1359,2,71,64,indifferent
1360,2,327,64,indifferent
1361,1,179,1,vimportant
1362,1,131,1,vimportant
1363,1,390,1,important
1364,1,78,1,vimportant
1365,1,183,1,vimportant
1366,1,217,1,vimportant
1367,1,130,1,vimportant
1368,1,370,1,vimportant
1369,1,12,1,vimportant
1370,1,25,1,important
1371,1,213,1,indifferent
1372,1,163,1,vimportant
1373,1,82,1,vimportant
1374,1,227,1,vimportant
1375,1,155,1,indifferent
1376,1,328,1,important
1377,1,20,1,vimportant
1378,1,365,1,vimportant
1379,1,80,1,vimportant
1380,1,151,1,vimportant
1381,2,153,1,important
1382,2,271,1,vimportant
1383,2,74,1,vimportant
1384,2,156,1,vimportant
1385,2,58,1,vimportant
1386,2,177,1,vimportant
1387,2,30,1,vimportant
1388,2,288,1,vimportant
1389,2,42,1,vimportant
1390,2,174,1,vimportant
1391,2,46,1,vimportant
1392,2,164,1,vimportant
1393,2,129,1,vimportant
1394,2,228,1,vimportant
1395,2,52,1,vimportant
1396,2,297,1,vimportant
1397,2,329,1,vimportant
1398,2,392,1,vimportant
1399,2,26,1,vimportant
1400,2,399,1,vimportant
1401,1,154,170,indifferent
1402,1,263,170,vimportant
1403,1,245,170,important
1404,1,54,170,important
1405,1,229,170,indifferent
1406,1,55,170,indifferent
1407,1,57,170,important
1408,1,49,170,important
1409,1,183,170,vimportant
1410,1,242,170,vimportant
1411,1,14,170,important
1412,1,228,170,important
1413,1,26,170,indifferent
1414,1,128,170,important
1415,1,213,170,indifferent
1416,1,370,170,important
1417,1,20,170,indifferent
1418,1,32,170,indifferent
1419,1,371,170,important
1420,1,261,170,vimportant
1421,2,304,170,important
1422,2,44,170,vimportant
1423,2,136,170,vimportant
1424,2,325,170,important
1425,2,46,170,vimportant
1426,2,105,170,vimportant
1427,2,127,170,vimportant
1428,2,156,170,important
1429,2,58,170,vimportant
1430,2,225,170,vimportant
1431,2,141,170,vimportant
1432,2,175,170,important
1433,2,184,170,unimportant
1434,2,144,170,indifferent
1435,2,397,170,important
1436,2,372,170,vimportant
1437,2,381,170,important
1438,2,223,170,important
1439,2,130,170,vimportant
1440,2,326,170,vimportant
1441,1,93,98,vunimportant
1442,1,242,98,vunimportant
1443,1,269,98,indifferent
1444,1,229,98,indifferent
1445,1,256,98,unimportant
1446,1,392,98,unimportant
1447,1,339,98,vunimportant
1448,1,57,98,indifferent
1449,1,171,98,important
1450,1,251,98,vunimportant
1451,1,183,98,vunimportant
1452,1,60,98,vunimportant
1453,1,226,98,important
1454,1,12,98,vunimportant
1455,1,187,98,indifferent
1456,1,356,98,vunimportant
1457,1,43,98,unimportant
1458,1,398,98,unimportant
1459,1,144,98,indifferent
1460,1,61,98,indifferent
1461,2,399,98,important
1462,2,336,98,important
1463,2,327,98,unimportant
1464,2,24,98,vimportant
1465,2,297,98,indifferent
1466,2,52,98,vimportant
1467,2,51,98,unimportant
1468,2,396,98,unimportant
1469,2,382,98,unimportant
1470,2,270,98,vimportant
1471,2,386,98,important
1472,2,360,98,indifferent
1473,2,240,98,vimportant
1474,2,307,98,important
1475,2,374,98,indifferent
1476,2,178,98,vimportant
1477,2,184,98,vunimportant
1478,2,41,98,vunimportant
1479,2,358,98,vimportant
1480,2,80,98,vimportant
1481,1,296,137,indifferent
1482,1,319,137,important
1483,1,132,137,important
1484,1,182,137,vimportant
1485,1,137,137,important
1486,1,84,137,important
1487,1,77,137,vimportant
1488,1,274,137,important
1489,1,101,137,important
1490,1,164,137,important
1491,1,243,137,vimportant
1492,1,209,137,vimportant
1493,1,14,137,important
1494,1,33,137,important
1495,1,60,137,important
1496,1,7,137,vimportant
1497,1,127,137,important
1498,1,156,137,important
1499,1,150,137,important
1500,1,311,137,important
1501,2,260,137,indifferent
1502,2,99,137,important
1503,2,29,137,important
1504,2,224,137,indifferent
1505,2,300,137,important
1506,2,223,137,important
1507,2,372,137,important
1508,2,13,137,vimportant
1509,2,381,137,vimportant
1510,2,134,137,vunimportant
1511,2,67,137,indifferent
1512,2,47,137,indifferent
1513,2,76,137,indifferent
1514,2,342,137,important
1515,2,251,137,vimportant
1516,2,359,137,important
1517,2,108,137,important
1518,2,151,137,important
1519,2,199,137,vimportant
1520,2,277,137,important
1521,1,224,114,vimportant
1522,1,261,114,important
1523,1,82,114,indifferent
1524,1,174,114,vimportant
1525,1,221,114,unimportant
1526,1,286,114,important
1527,1,61,114,indifferent
1528,1,129,114,unimportant
1529,1,34,114,vimportant
1530,1,256,114,important
1531,1,122,114,vimportant
1532,1,230,114,unimportant
1533,1,229,114,indifferent
1534,1,18,114,indifferent
1535,1,196,114,important
1536,1,54,114,vimportant
1537,1,242,114,vimportant
1538,1,142,114,indifferent
1539,1,153,114,vunimportant
1540,1,53,114,indifferent
1541,2,243,114,important
1542,2,95,114,important
1543,2,135,114,unimportant
1544,2,253,114,important
1545,2,192,114,indifferent
1546,2,132,114,important
1547,2,124,114,indifferent
1548,2,44,114,important
1549,2,302,114,vimportant
1550,2,327,114,unimportant
1551,2,49,114,unimportant
1552,2,268,114,important
1553,2,233,114,vunimportant
1554,2,191,114,vunimportant
1555,2,396,114,dont_understand
1556,2,227,114,indifferent
1557,2,76,114,unimportant
1558,2,115,114,vimportant
1559,2,108,114,vunimportant
1560,2,372,114,important
1561,1,399,43,
1562,1,184,43,
1563,1,107,43,
1564,1,24,43,
1565,1,135,43,
1566,1,83,43,
1567,1,45,43,
1568,1,318,43,
1569,1,77,43,
1570,1,118,43,
1571,1,223,43,
1572,1,60,43,
1573,1,91,43,
1574,1,372,43,
1575,1,307,43,
1576,1,275,43,
1577,1,147,43,
1578,1,108,43,
1579,1,387,43,
1580,1,36,43,
1581,2,166,43,
1582,2,228,43,
1583,2,385,43,
1584,2,226,43,
1585,2,89,43,
1586,2,163,43,
1587,2,319,43,
1588,2,152,43,
1589,2,400,43,
1590,2,248,43,
1591,2,258,43,
1592,2,245,43,
1593,2,391,43,
1594,2,329,43,
1595,2,146,43,
1596,2,104,43,
1597,2,314,43,
1598,2,3,43,
1599,2,139,43,
1600,2,95,43,
1601,1,299,100,indifferent
1602,1,222,100,indifferent
1603,1,32,100,indifferent
1604,1,115,100,important
1605,1,89,100,important
1606,1,240,100,important
1607,1,224,100,vimportant
1608,1,385,100,important
1609,1,340,100,unimportant
1610,1,230,100,unimportant
1611,1,328,100,unimportant
1612,1,93,100,important
1613,1,106,100,indifferent
1614,1,217,100,important
1615,1,80,100,important
1616,1,378,100,vunimportant
1617,1,132,100,vunimportant
1618,1,301,100,important
1619,1,390,100,vunimportant
1620,1,288,100,important
1621,2,20,100,vunimportant
1622,2,56,100,important
1623,2,172,100,indifferent
1624,2,374,100,unimportant
1625,2,60,100,unimportant
1626,2,163,100,unimportant
1627,2,394,100,unimportant
1628,2,200,100,unimportant
1629,2,216,100,vimportant
1630,2,144,100,vunimportant
1631,2,295,100,vunimportant
1632,2,182,100,unimportant
1633,2,272,100,vimportant
1634,2,364,100,important
1635,2,307,100,important
1636,2,3,100,vunimportant
1637,2,12,100,vunimportant
1638,2,239,100,vunimportant
1639,2,209,100,important
1640,2,382,100,dont_understand
1641,1,370,37,indifferent
1642,1,83,37,indifferent
1643,1,316,37,unimportant
1644,1,356,37,important
1645,1,230,37,important
1646,1,70,37,unimportant
1647,1,200,37,important
1648,1,159,37,indifferent
1649,1,271,37,indifferent
1650,1,98,37,important
1651,1,103,37,indifferent
1652,1,154,37,indifferent
1653,1,84,37,important
1654,1,314,37,indifferent
1655,1,72,37,indifferent
1656,1,286,37,unimportant
1657,1,134,37,indifferent
1658,1,392,37,important
1659,1,89,37,unimportant
1660,1,262,37,indifferent
1661,2,144,37,unimportant
1662,2,229,37,indifferent
1663,2,387,37,indifferent
1664,2,7,37,important
1665,2,221,37,unimportant
1666,2,155,37,vunimportant
1667,2,129,37,indifferent
1668,2,143,37,important
1669,2,179,37,indifferent
1670,2,163,37,unimportant
1671,2,126,37,indifferent
1672,2,357,37,important
1673,2,100,37,unimportant
1674,2,185,37,vunimportant
1675,2,318,37,indifferent
1676,2,273,37,important
1677,2,235,37,important
1678,2,295,37,indifferent
1679,2,248,37,unimportant
1680,2,279,37,unimportant
1681,1,286,76,important
1682,1,354,76,vimportant
1683,1,10,76,vimportant
1684,1,107,76,important
1685,1,326,76,important
1686,1,224,76,vimportant
1687,1,12,76,vimportant
1688,1,131,76,important
1689,1,390,76,unimportant
1690,1,163,76,indifferent
1691,1,188,76,indifferent
1692,1,387,76,indifferent
1693,1,3,76,important
1694,1,67,76,vimportant
1695,1,124,76,important
1696,1,341,76,vimportant
1697,1,195,76,vimportant
1698,1,261,76,vimportant
1699,1,135,76,important
1700,1,150,76,important
1701,2,139,76,vimportant
1702,2,51,76,indifferent
1703,2,253,76,indifferent
1704,2,274,76,important
1705,2,155,76,indifferent
1706,2,316,76,vimportant
1707,2,321,76,vimportant
1708,2,371,76,vimportant
1709,2,174,76,important
1710,2,26,76,important
1711,2,392,76,vimportant
1712,2,301,76,indifferent
1713,2,211,76,indifferent
1714,2,328,76,important
1715,2,238,76,important
1716,2,116,76,important
1717,2,52,76,vimportant
1718,2,187,76,important
1719,2,310,76,vimportant
1720,2,136,76,important
1721,1,82,187,important
1722,1,91,187,vimportant
1723,1,35,187,important
1724,1,339,187,vunimportant
1725,1,364,187,vimportant
1726,1,198,187,important
1727,1,117,187,vimportant
1728,1,15,187,dont_understand
1729,1,55,187,indifferent
1730,1,177,187,important
1731,1,150,187,important
1732,1,160,187,important
1733,1,46,187,important
1734,1,107,187,vimportant
1735,1,352,187,indifferent
1736,1,386,187,important
1737,1,216,187,vimportant
1738,1,143,187,important
1739,1,356,187,important
1740,1,329,187,vimportant
1741,2,69,187,vimportant
1742,2,191,187,vimportant
1743,2,151,187,vimportant
1744,2,42,187,vimportant
1745,2,152,187,vimportant
1746,2,104,187,vimportant
1747,2,233,187,important
1748,2,336,187,important
1749,2,90,187,important
1750,2,303,187,vimportant
1751,2,217,187,vimportant
1752,2,128,187,important
1753,2,295,187,important
1754,2,166,187,important
1755,2,138,187,vimportant
1756,2,183,187,vimportant
1757,2,277,187,vimportant
1758,2,185,187,vimportant
1759,2,246,187,vimportant
1760,2,225,187,vimportant
1761,1,50,18,indifferent
1762,1,263,18,important
1763,1,295,18,important
1764,1,51,18,indifferent
1765,1,26,18,indifferent
1766,1,321,18,important
1767,1,81,18,vimportant
1768,1,183,18,important
1769,1,139,18,important
1770,1,45,18,vimportant
1771,1,314,18,important
1772,1,77,18,vimportant
1773,1,101,18,important
1774,1,174,18,indifferent
1775,1,226,18,important
1776,1,118,18,vimportant
1777,1,324,18,vimportant
1778,1,147,18,indifferent
1779,1,372,18,important
1780,1,200,18,vimportant
1781,2,163,18,indifferent
1782,2,327,18,indifferent
1783,2,318,18,important
1784,2,164,18,important
1785,2,359,18,vimportant
1786,2,400,18,indifferent
1787,2,168,18,important
1788,2,274,18,important
1789,2,107,18,important
1790,2,166,18,important
1791,2,251,18,important
1792,2,270,18,vimportant
1793,2,379,18,important
1794,2,213,18,important
1795,2,19,18,indifferent
1796,2,13,18,indifferent
1797,2,354,18,vimportant
1798,2,180,18,indifferent
1799,2,155,18,indifferent
1800,2,306,18,important
1801,1,382,40,vimportant
1802,1,248,40,indifferent
1803,1,143,40,indifferent
1804,1,324,40,vimportant
1805,1,56,40,vimportant
1806,1,81,40,vimportant
1807,1,33,40,indifferent
1808,1,157,40,indifferent
1809,1,383,40,indifferent
1810,1,113,40,unimportant
1811,1,198,40,indifferent
1812,1,258,40,dont_understand
1813,1,25,40,dont_understand
1814,1,36,40,important
1815,1,105,40,indifferent
1816,1,83,40,important
1817,1,291,40,important
1818,1,329,40,vimportant
1819,1,192,40,indifferent
1820,1,261,40,important
1821,2,186,40,important
1822,2,131,40,indifferent
1823,2,27,40,dont_understand
1824,2,6,40,vimportant
1825,2,377,40,dont_understand
1826,2,300,40,dont_understand
1827,2,360,40,indifferent
1828,2,399,40,indifferent
1829,2,34,40,dont_understand
1830,2,302,40,vimportant
1831,2,327,40,indifferent
1832,2,195,40,vunimportant
1833,2,396,40,dont_understand
1834,2,54,40,important
1835,2,142,40,vimportant
1836,2,310,40,unimportant
1837,2,273,40,vunimportant
1838,2,184,40,vimportant
1839,2,58,40,indifferent
1840,2,31,40,important
1841,1,61,11,dont_understand
1842,1,142,11,vimportant
1843,1,379,11,indifferent
1844,1,229,11,indifferent
1845,1,6,11,vimportant
1846,1,186,11,dont_understand
1847,1,56,11,important
1848,1,31,11,vimportant
1849,1,172,11,important
1850,1,242,11,vimportant
1851,1,280,11,important
1852,1,50,11,important
1853,1,106,11,important
1854,1,92,11,indifferent
1855,1,196,11,vimportant
1856,1,150,11,vimportant
1857,1,72,11,important
1858,1,60,11,unimportant
1859,1,10,11,vimportant
1860,1,336,11,important
1861,2,387,11,indifferent
1862,2,314,11,indifferent
1863,2,104,11,important
1864,2,125,11,important
1865,2,295,11,indifferent
1866,2,81,11,vimportant
1867,2,123,11,important
1868,2,263,11,important
1869,2,28,11,important
1870,2,319,11,vimportant
1871,2,12,11,important
1872,2,262,11,important
1873,2,190,11,indifferent
1874,2,253,11,important
1875,2,100,11,important
1876,2,257,11,important
1877,2,213,11,important
1878,2,160,11,important
1879,2,127,11,vimportant
1880,2,129,11,vimportant
1881,1,246,168,unimportant
1882,1,296,168,unimportant
1883,1,63,168,indifferent
1884,1,155,168,vimportant
1885,1,139,168,indifferent
1886,1,53,168,important
1887,1,217,168,vimportant
1888,1,150,168,important
1889,1,378,168,vimportant
1890,1,126,168,important
1891,1,188,168,indifferent
1892,1,304,168,important
1893,1,113,168,important
1894,1,28,168,important
1895,1,88,168,unimportant
1896,1,41,168,indifferent
1897,1,142,168,important
1898,1,386,168,important
1899,1,117,168,unimportant
1900,1,125,168,important
1901,2,306,168,important
1902,2,292,168,important
1903,2,80,168,indifferent
1904,2,128,168,indifferent
1905,2,166,168,indifferent
1906,2,349,168,indifferent
1907,2,83,168,indifferent
1908,2,74,168,unimportant
1909,2,179,168,vimportant
1910,2,396,168,dont_understand
1911,2,112,168,unimportant
1912,2,108,168,unimportant
1913,2,221,168,indifferent
1914,2,168,168,indifferent
1915,2,175,168,indifferent
1916,2,354,168,important
1917,2,187,168,indifferent
1918,2,70,168,indifferent
1919,2,400,168,unimportant
1920,2,52,168,important
1921,1,295,82,indifferent
1922,1,239,82,important
1923,1,95,82,important
1924,1,356,82,important
1925,1,15,82,unimportant
1926,1,143,82,vimportant
1927,1,76,82,important
1928,1,235,82,important
1929,1,43,82,important
1930,1,273,82,vimportant
1931,1,71,82,vunimportant
1932,1,91,82,important
1933,1,355,82,indifferent
1934,1,317,82,important
1935,1,26,82,indifferent
1936,1,135,82,unimportant
1937,1,122,82,important
1938,1,191,82,indifferent
1939,1,357,82,vimportant
1940,1,314,82,unimportant
1941,2,136,82,indifferent
1942,2,319,82,indifferent
1943,2,184,82,indifferent
1944,2,292,82,important
1945,2,115,82,vunimportant
1946,2,23,82,important
1947,2,45,82,vimportant
1948,2,359,82,vimportant
1949,2,341,82,important
1950,2,349,82,important
1951,2,125,82,vimportant
1952,2,198,82,indifferent
1953,2,166,82,vunimportant
1954,2,118,82,indifferent
1955,2,280,82,important
1956,2,377,82,indifferent
1957,2,139,82,important
1958,2,397,82,vimportant
1959,2,253,82,important
1960,2,144,82,unimportant
1961,1,116,91,important
1962,1,123,91,unimportant
1963,1,136,91,indifferent
1964,1,83,91,indifferent
1965,1,206,91,important
1966,1,93,91,indifferent
1967,1,384,91,vimportant
1968,1,188,91,important
1969,1,157,91,important
1970,1,349,91,important
1971,1,213,91,unimportant
1972,1,317,91,important
1973,1,88,91,vimportant
1974,1,372,91,vimportant
1975,1,52,91,indifferent
1976,1,217,91,unimportant
1977,1,147,91,indifferent
1978,1,386,91,important
1979,1,394,91,vunimportant
1980,1,318,91,vunimportant
1981,2,260,91,important
1982,2,3,91,vunimportant
1983,2,225,91,important
1984,2,319,91,important
1985,2,45,91,indifferent
1986,2,35,91,important
1987,2,78,91,important
1988,2,322,91,vimportant
1989,2,291,91,vunimportant
1990,2,108,91,important
1991,2,364,91,vimportant
1992,2,339,91,vunimportant
1993,2,71,91,vunimportant
1994,2,132,91,vimportant
1995,2,172,91,important
1996,2,57,91,important
1997,2,182,91,unimportant
1998,2,370,91,vimportant
1999,2,269,91,important
2000,2,126,91,vimportant
2001,1,69,185,vimportant
2002,1,122,185,vimportant
2003,1,130,185,vimportant
2004,1,93,185,vimportant
2005,1,392,185,indifferent
2006,1,141,185,important
2007,1,104,185,important
2008,1,245,185,vimportant
2009,1,32,185,dont_understand
2010,1,160,185,important
2011,1,318,185,indifferent
2012,1,90,185,important
2013,1,81,185,important
2014,1,124,185,vimportant
2015,1,20,185,indifferent
2016,1,326,185,important
2017,1,302,185,unimportant
2018,1,138,185,important
2019,1,26,185,unimportant
2020,1,296,185,important
2021,2,106,185,vimportant
2022,2,139,185,vimportant
2023,2,56,185,indifferent
2024,2,80,185,important
2025,2,223,185,dont_understand
2026,2,113,185,unimportant
2027,2,118,185,dont_understand
2028,2,314,185,unimportant
2029,2,336,185,vimportant
2030,2,288,185,vimportant
2031,2,58,185,vimportant
2032,2,49,185,vimportant
2033,2,55,185,important
2034,2,44,185,important
2035,2,132,185,vimportant
2036,2,295,185,vimportant
2037,2,258,185,important
2038,2,43,185,vimportant
2039,2,381,185,vimportant
2040,2,272,185,vimportant
2041,1,349,65,important
2042,1,143,65,vimportant
2043,1,387,65,important
2044,1,103,65,important
2045,1,303,65,vimportant
2046,1,44,65,vimportant
2047,1,358,65,indifferent
2048,1,122,65,vimportant
2049,1,51,65,unimportant
2050,1,327,65,dont_understand
2051,1,10,65,indifferent
2052,1,356,65,important
2053,1,386,65,important
2054,1,235,65,dont_understand
2055,1,242,65,important
2056,1,50,65,vimportant
2057,1,385,65,important
2058,1,124,65,indifferent
2059,1,150,65,vimportant
2060,1,246,65,dont_understand
2061,2,3,65,vimportant
2062,2,32,65,important
2063,2,72,65,indifferent
2064,2,177,65,vimportant
2065,2,245,65,vimportant
2066,2,390,65,indifferent
2067,2,58,65,important
2068,2,182,65,vimportant
2069,2,60,65,vimportant
2070,2,258,65,important
2071,2,217,65,important
2072,2,104,65,vimportant
2073,2,226,65,vimportant
2074,2,156,65,important
2075,2,1,65,indifferent
2076,2,157,65,indifferent
2077,2,297,65,vimportant
2078,2,31,65,important
2079,2,125,65,vimportant
2080,2,115,65,important
2081,1,72,187,vimportant
2082,1,192,187,important
2083,1,209,187,important
2084,1,207,187,vimportant
2085,1,235,187,important
2086,1,126,187,vimportant
2087,1,15,187,dont_understand
2088,1,229,187,vimportant
2089,1,300,187,important
2090,1,175,187,important
2091,1,18,187,vimportant
2092,1,101,187,important
2093,1,222,187,important
2094,1,216,187,vimportant
2095,1,100,187,vimportant
2096,1,131,187,important
2097,1,34,187,important
2098,1,279,187,important
2099,1,92,187,vimportant
2100,1,283,187,vimportant
2101,2,3,187,important
2102,2,25,187,important
2103,2,80,187,vimportant
2104,2,340,187,important
2105,2,35,187,important
2106,2,355,187,vimportant
2107,2,137,187,vimportant
2108,2,2,187,vimportant
2109,2,318,187,vimportant
2110,2,200,187,important
2111,2,248,187,important
2112,2,116,187,important
2113,2,227,187,important
2114,2,317,187,vimportant
2115,2,291,187,important
2116,2,168,187,important
2117,2,166,187,important
2118,2,56,187,vimportant
2119,2,107,187,vimportant
2120,2,105,187,important
2121,1,300,1,vimportant
2122,1,56,1,vimportant
2123,1,171,1,vimportant
2124,1,17,1,vimportant
2125,1,340,1,important
2126,1,280,1,vimportant
2127,1,52,1,vimportant
2128,1,186,1,vimportant
2129,1,352,1,vimportant
2130,1,198,1,important
2131,1,154,1,important
2132,1,118,1,important
2133,1,27,1,vimportant
2134,1,213,1,vimportant
2135,1,274,1,vimportant
2136,1,135,1,vimportant
2137,1,81,1,vimportant
2138,1,23,1,vimportant
2139,1,303,1,vimportant
2140,1,90,1,vimportant
2141,2,209,1,vimportant
2142,2,269,1,vimportant
2143,2,28,1,vimportant
2144,2,336,1,vimportant
2145,2,374,1,vimportant
2146,2,168,1,vimportant
2147,2,396,1,vimportant
2148,2,146,1,vimportant
2149,2,188,1,vimportant
2150,2,222,1,vimportant
2151,2,321,1,vimportant
2152,2,229,1,important
2153,2,151,1,important
2154,2,131,1,vimportant
2155,2,54,1,vimportant
2156,2,125,1,vimportant
2157,2,400,1,vimportant
2158,2,381,1,vimportant
2159,2,292,1,vimportant
2160,2,100,1,vimportant
2161,1,90,124,important
2162,1,213,124,important
2163,1,146,124,important
2164,1,63,124,indifferent
2165,1,41,124,important
2166,1,72,124,indifferent
2167,1,171,124,important
2168,1,317,124,vimportant
2169,1,238,124,vimportant
2170,1,357,124,important
2171,1,19,124,indifferent
2172,1,316,124,indifferent
2173,1,358,124,important
2174,1,206,124,important
2175,1,370,124,vimportant
2176,1,55,124,indifferent
2177,1,172,124,important
2178,1,188,124,indifferent
2179,1,336,124,indifferent
2180,1,280,124,vimportant
2181,2,177,124,vimportant
2182,2,4,124,important
2183,2,95,124,vimportant
2184,2,70,124,vimportant
2185,2,356,124,vimportant
2186,2,143,124,vimportant
2187,2,150,124,vimportant
2188,2,134,124,vimportant
2189,2,400,124,important
2190,2,92,124,vimportant
2191,2,297,124,important
2192,2,209,124,important
2193,2,36,124,vimportant
2194,2,230,124,vimportant
2195,2,135,124,important
2196,2,279,124,indifferent
2197,2,216,124,vimportant
2198,2,157,124,important
2199,2,89,124,vimportant
2200,2,26,124,important
2201,1,326,164,vimportant
2202,1,104,164,important
2203,1,354,164,indifferent
2204,1,129,164,indifferent
2205,1,56,164,important
2206,1,76,164,important
2207,1,3,164,important
2208,1,301,164,vimportant
2209,1,372,164,vimportant
2210,1,66,164,vimportant
2211,1,349,164,vimportant
2212,1,276,164,important
2213,1,302,164,indifferent
2214,1,83,164,vimportant
2215,1,256,164,indifferent
2216,1,52,164,vimportant
2217,1,239,164,important
2218,1,31,164,vimportant
2219,1,154,164,important
2220,1,238,164,indifferent
2221,2,225,164,important
2222,2,243,164,important
2223,2,172,164,vimportant
2224,2,166,164,vimportant
2225,2,355,164,vimportant
2226,2,324,164,dont_understand
2227,2,141,164,important
2228,2,130,164,vimportant
2229,2,185,164,important
2230,2,358,164,vimportant
2231,2,176,164,indifferent
2232,2,378,164,indifferent
2233,2,54,164,important
2234,2,67,164,important
2235,2,115,164,important
2236,2,299,164,vimportant
2237,2,270,164,indifferent
2238,2,6,164,vimportant
2239,2,382,164,dont_understand
2240,2,7,164,vimportant
2241,1,207,183,important
2242,1,325,183,indifferent
2243,1,148,183,important
2244,1,105,183,important
2245,1,19,183,indifferent
2246,1,71,183,indifferent
2247,1,117,183,important
2248,1,394,183,important
2249,1,190,183,vimportant
2250,1,386,183,important
2251,1,256,183,important
2252,1,378,183,indifferent
2253,1,374,183,important
2254,1,53,183,vimportant
2255,1,163,183,indifferent
2256,1,136,183,important
2257,1,338,183,important
2258,1,198,183,important
2259,1,107,183,important
2260,1,217,183,important
2261,2,10,183,vimportant
2262,2,364,183,vimportant
2263,2,262,183,vimportant
2264,2,141,183,important
2265,2,260,183,important
2266,2,317,183,vimportant
2267,2,17,183,important
2268,2,45,183,vimportant
2269,2,88,183,vimportant
2270,2,113,183,vimportant
2271,2,74,183,important
2272,2,235,183,important
2273,2,224,183,important
2274,2,31,183,vimportant
2275,2,125,183,important
2276,2,51,183,important
2277,2,134,183,important
2278,2,89,183,vimportant
2279,2,13,183,vimportant
2280,2,352,183,unimportant
2281,1,200,24,vimportant
2282,1,186,24,unimportant
2283,1,204,24,important
2284,1,18,24,indifferent
2285,1,41,24,vimportant
2286,1,40,24,vimportant
2287,1,135,24,important
2288,1,260,24,important
2289,1,360,24,vimportant
2290,1,381,24,vimportant
2291,1,263,24,vimportant
2292,1,319,24,important
2293,1,380,24,important
2294,1,303,24,vimportant
2295,1,144,24,vimportant
2296,1,396,24,dont_understand
2297,1,195,24,dont_understand
2298,1,251,24,vimportant
2299,1,95,24,vimportant
2300,1,182,24,important
2301,2,270,24,important
2302,2,392,24,unimportant
2303,2,88,24,vimportant
2304,2,117,24,unimportant
2305,2,164,24,vimportant
2306,2,50,24,vimportant
2307,2,310,24,vimportant
2308,2,152,24,vimportant
2309,2,30,24,vimportant
2310,2,36,24,vimportant
2311,2,183,24,important
2312,2,44,24,important
2313,2,187,24,important
2314,2,162,24,indifferent
2315,2,341,24,vimportant
2316,2,318,24,unimportant
2317,2,246,24,unimportant
2318,2,81,24,vimportant
2319,2,326,24,vimportant
2320,2,63,24,indifferent
2321,1,127,140,important
2322,1,398,140,indifferent
2323,1,143,140,dont_understand
2324,1,71,140,indifferent
2325,1,359,140,dont_understand
2326,1,95,140,dont_understand
2327,1,204,140,vimportant
2328,1,328,140,dont_understand
2329,1,101,140,indifferent
2330,1,147,140,important
2331,1,168,140,unimportant
2332,1,385,140,important
2333,1,89,140,unimportant
2334,1,162,140,important
2335,1,258,140,vimportant
2336,1,84,140,indifferent
2337,1,342,140,unimportant
2338,1,173,140,unimportant
2339,1,2,140,unimportant
2340,1,157,140,unimportant
2341,2,12,140,unimportant
2342,2,126,140,unimportant
2343,2,93,140,important
2344,2,100,140,vimportant
2345,2,228,140,important
2346,2,5,140,vimportant
2347,2,184,140,vimportant
2348,2,56,140,important
2349,2,49,140,vimportant
2350,2,392,140,unimportant
2351,2,364,140,indifferent
2352,2,262,140,important
2353,2,341,140,dont_understand
2354,2,36,140,important
2355,2,40,140,dont_understand
2356,2,131,140,dont_understand
2357,2,83,140,vimportant
2358,2,235,140,unimportant
2359,2,138,140,indifferent
2360,2,14,140,unimportant
2361,1,123,12,important
2362,1,378,12,indifferent
2363,1,58,12,vimportant
2364,1,70,12,important
2365,1,190,12,indifferent
2366,1,377,12,unimportant
2367,1,318,12,important
2368,1,99,12,vimportant
2369,1,9,12,important
2370,1,152,12,indifferent
2371,1,206,12,vimportant
2372,1,371,12,important
2373,1,139,12,indifferent
2374,1,256,12,unimportant
2375,1,50,12,unimportant
2376,1,3,12,unimportant
2377,1,67,12,indifferent
2378,1,200,12,vimportant
2379,1,164,12,important
2380,1,82,12,important
2381,2,174,12,unimportant
2382,2,251,12,indifferent
2383,2,151,12,important
2384,2,30,12,important
2385,2,390,12,indifferent
2386,2,35,12,indifferent
2387,2,107,12,important
2388,2,325,12,indifferent
2389,2,301,12,vimportant
2390,2,80,12,important
2391,2,25,12,unimportant
2392,2,60,12,important
2393,2,18,12,important
2394,2,195,12,unimportant
2395,2,180,12,indifferent
2396,2,230,12,indifferent
2397,2,314,12,unimportant
2398,2,77,12,vimportant
2399,2,186,12,indifferent
2400,2,349,12,important
2401,1,77,159,vimportant
2402,1,32,159,dont_understand
2403,1,260,159,vimportant
2404,1,306,159,vimportant
2405,1,352,159,important
2406,1,354,159,vimportant
2407,1,33,159,important
2408,1,217,159,vimportant
2409,1,349,159,vimportant
2410,1,12,159,important
2411,1,391,159,vimportant
2412,1,55,159,important
2413,1,1,159,vimportant
2414,1,115,159,important
2415,1,30,159,vimportant
2416,1,4,159,important
2417,1,307,159,important
2418,1,303,159,important
2419,1,160,159,vimportant
2420,1,34,159,vimportant
2421,2,71,159,indifferent
2422,2,271,159,important
2423,2,99,159,important
2424,2,101,159,vimportant
